Algorithm,Function,Mean,Std,Convergence
SaDE,F19,1903.027,1.026,1:12173.69;100:1942.563;200:1915.906;300:1908.194;400:1904.741;500:1903.027
SaDE,F20,2162.892,55.036,1:20306.231;100:2189.166;200:2172.256;300:2167.459;400:2164.443;500:2162.892
SaDE,F21,2395.947,194.662,1:4137.675;100:2400.529;200:2396.86;300:2396.257;400:2396.013;500:2395.947
SaDE,F22,2343.333,49.554,1:15970.875;100:2370.006;200:2343.373;300:2343.333;400:2343.333;500:2343.333
SaDE,F23,2400,0,1:12220.125;100:2410.899;200:2400.017;300:2400.0;400:2400.0;500:2400.0
SaDE,F24,2901.921,10.972,1:4119.232;100:2904.389;200:2902.364;300:2902.095;400:2901.973;500:2901.921
SaDE,F25,2631.161,217.97,1:6359.085;100:2636.383;200:2631.835;300:2631.162;400:2631.161;500:2631.161
SaDE,F26,3027.101,82.172,1:5176.769;100:3062.04;200:3034.24;300:3030.317;400:3027.129;500:3027.101
SaDE,F27,2700,0,1:5085.247;100:2736.823;200:2700.062;300:2700.0;400:2700.0;500:2700.0
SaDE,F28,4177.111,1038.479,1:1.3847718758413752e+16;100:13119.731;200:5079.262;300:4459.496;400:4320.166;500:4177.111
SaDE,F29,6523.956,2855.013,1:6063155449216998.0;100:117727.475;200:18085.026;300:11965.049;400:8506.026;500:6523.956
SHADE,F1,100,0,1:28508224502.386;100:562146.494;200:551.419;300:100.109;400:100.0;500:100.0
SHADE,F2,200,0,1:2590310.271;100:228.165;200:200.0;300:200.0;400:200.0;500:200.0
SHADE,F3,303.059,1.687,1:2462.174;100:317.809;200:305.094;300:303.938;400:303.178;500:303.059
SHADE,F4,407.548,1.356,1:21046.229;100:443.965;200:423.452;300:415.603;400:410.659;500:407.548
SHADE,F5,500,0,1:500.014;100:500.0;200:500.0;300:500.0;400:500.0;500:500.0
SHADE,F6,618.485,1.785,1:607848.867;100:677.254;200:637.043;300:627.522;400:622.257;500:618.485
SHADE,F7,764,10.431,1:912.691;100:767.831;200:765.631;300:764.737;400:764.733;500:764.0
SHADE,F8,802.176,0.297,1:807.4;100:802.176;200:802.176;300:802.176;400:802.176;500:802.176
SHADE,F9,2358.001,406.408,1:4572.946;100:2411.558;200:2359.178;300:2358.167;400:2358.006;500:2358.001
SHADE,F10,1026.748,32.293,1:296238960.509;100:7049.13;200:1121.038;300:1037.717;400:1029.286;500:1026.748
SHADE,F11,1129.713,73.769,1:10222004327.813;100:58507.074;200:3757.443;300:1379.826;400:1157.694;500:1129.713
SHADE,F12,1208.483,1.207,1:8778342066.83;100:5988.966;200:1262.965;300:1213.83;400:1210.454;500:1208.483
SHADE,F13,1326.753,4.144,1:2938304.776;100:4541.55;200:1375.066;300:1338.305;400:1331.554;500:1326.753
SHADE,F14,1402.011,0.491,1:2725379069.884;100:7382.922;200:1430.227;300:1405.682;400:1402.927;500:1402.011
SHADE,F15,1521.127,78.98,1:7511814033.751;100:1930.067;200:1551.506;300:1531.814;400:1525.767;500:1521.127
SHADE,F16,1653.398,116.567,1:74823019521593.62;100:1984.687;200:1668.63;300:1658.824;400:1655.276;500:1653.398
SHADE,F17,1712.313,8.301,1:4367409913.489;100:4630.114;200:1733.256;300:1721.35;400:1717.015;500:1712.313
SHADE,F18,1802.201,0.316,1:6.868921203190069e+16;100:1817.424;200:1804.528;300:1803.351;400:1802.628;500:1802.201
SHADE,F19,1903.578,1.016,1:12258.95;100:1955.195;200:1917.901;300:1909.728;400:1905.726;500:1903.578
SHADE,F20,2164.476,52.657,1:20377.374;100:2191.505;200:2176.3;300:2170.398;400:2166.435;500:2164.476
SHADE,F21,2556.558,399.556,1:4101.413;100:2561.315;200:2557.237;300:2556.73;400:2556.64;500:2556.558
SHADE,F22,2333.333,47.14,1:15884.322;100:2347.897;200:2333.335;300:2333.333;400:2333.333;500:2333.333
SHADE,F23,2400,0,1:12253.037;100:2405.213;200:2400.001;300:2400.0;400:2400.0;500:2400.0
SHADE,F24,2913.277,26.999,1:4130.103;100:2916.966;200:2913.638;300:2913.417;400:2913.32;500:2913.277
SHADE,F25,2780.048,287.384,1:6369.33;100:2821.994;200:2780.066;300:2780.048;400:2780.048;500:2780.048
SHADE,F26,3064.062,132.575,1:5195.887;100:3196.812;200:3065.462;300:3064.066;400:3064.062;500:3064.062
SHADE,F27,2700,0,1:5093.233;100:2738.675;200:2700.007;300:2700.0;400:2700.0;500:2700.0
SHADE,F28,4397.992,3354.366,1:1.3602934507019838e+16;100:10055.857;200:4903.282;300:4693.155;400:4419.522;500:4397.992
SHADE,F29,4862.893,1899.236,1:6082220055029108.0;100:37181.957;200:11915.701;300:8375.585;400:6175.838;500:4862.893
ILSHADE,F1,100,0,1:28608459915.476;100:36585.531;200:112.353;300:100.0;400:100.0;500:100.0;600:100.0;700:100.0;800:100.0;900:100.0;1000:100.0;1100:100.0;1200:100.0;1300:100.0;1400:100.0;1500:100.0;1600:100.0
ILSHADE,F2,200,0,1:2684080.115;100:200.016;200:200.0;300:200.0;400:200.0;500:200.0;600:200.0;700:200.0;800:200.0;900:200.0;1000:200.0;1100:200.0;1200:200.0;1300:200.0;1400:200.0;1500:200.0;1600:200.0
ILSHADE,F3,303.455,1.355,1:2454.5;100:303.829;200:303.565;300:303.512;400:303.504;500:303.487;600:303.466;700:303.456;800:303.455;900:303.455;1000:303.455;1100:303.455;1200:303.455;1300:303.455;1400:303.455;1500:303.455;1600:303.455
ILSHADE,F4,402.91,1.398,1:20990.786;100:444.086;200:421.456;300:413.47;400:409.9;500:408.183;600:406.823;700:406.116;800:405.458;900:404.785;1000:404.381;1100:404.144;1200:403.948;1300:403.68;1400:403.327;1500:403.028;1600:402.925
ILSHADE,F5,500,0,1:500.014;100:500.0;200:500.0;300:500.0;400:500.0;500:500.0;600:500.0;700:500.0;800:500.0;900:500.0;1000:500.0;1100:500.0;1200:500.0;1300:500.0;1400:500.0;1500:500.0;1600:500.0
ILSHADE,F6,613.064,1.03,1:608200.736;100:661.719;200:634.466;300:623.772;400:620.174;500:618.5;600:617.073;700:616.266;800:615.62;900:615.02;1000:614.651;1100:614.399;1200:614.116;1300:613.955;1400:613.707;1500:613.211;1600:613.107
ILSHADE,F7,771,6.547,1:917.173;100:771.0;200:771.0;300:771.0;400:771.0;500:771.0;600:771.0;700:771.0;800:771.0;900:771.0;1000:771.0;1100:771.0;1200:771.0;1300:771.0;1400:771.0;1500:771.0;1600:771.0
ILSHADE,F8,802.254,0.123,1:807.432;100:802.254;200:802.254;300:802.254;400:802.254;500:802.254;600:802.254;700:802.254;800:802.254;900:802.254;1000:802.254;1100:802.254;1200:802.254;1300:802.254;1400:802.254;1500:802.254;1600:802.254
ILSHADE,F9,2616.066,233.902,1:4606.59;100:2616.067;200:2616.066;300:2616.066;400:2616.066;500:2616.066;600:2616.066;700:2616.066;800:2616.066;900:2616.066;1000:2616.066;1100:2616.066;1200:2616.066;1300:2616.066;1400:2616.066;1500:2616.066;1600:2616.066
ILSHADE,F10,1000.36,1.099,1:311124627.383;100:1127.371;200:1007.355;300:1005.243;400:1004.098;500:1003.411;600:1002.543;700:1001.841;800:1001.175;900:1000.792;1000:1000.557;1100:1000.455;1200:1000.402;1300:1000.368;1400:1000.361;1500:1000.36;1600:1000.36
ILSHADE,F11,1163.91,97.674,1:10306550885.081;100:1836.777;200:1163.939;300:1163.91;400:1163.91;500:1163.91;600:1163.91;700:1163.91;800:1163.91;900:1163.91;1000:1163.91;1100:1163.91;1200:1163.91;1300:1163.91;1400:1163.91;1500:1163.91;1600:1163.91
ILSHADE,F12,1207.317,9.536,1:8793074454.908;100:1866.967;200:1213.136;300:1210.323;400:1209.309;500:1208.837;600:1208.519;700:1208.361;800:1208.19;900:1208.042;1000:1207.921;1100:1207.777;1200:1207.701;1300:1207.58;1400:1207.458;1500:1207.337;1600:1207.318
ILSHADE,F13,1319.969,4.323,1:3143026.911;100:1378.86;200:1334.365;300:1326.646;400:1324.26;500:1322.757;600:1322.078;700:1321.672;800:1321.313;900:1321.104;1000:1320.704;1100:1320.523;1200:1320.435;1300:1320.32;1400:1320.229;1500:1320.168;1600:1320.05
ILSHADE,F14,1400.302,0.209,1:2753912711.979;100:1424.092;200:1403.45;300:1401.766;400:1401.106;500:1400.66;600:1400.453;700:1400.375;800:1400.325;900:1400.309;1000:1400.306;1100:1400.304;1200:1400.303;1300:1400.303;1400:1400.302;1500:1400.302;1600:1400.302
ILSHADE,F15,1564.982,142.319,1:7771985511.498;100:1573.879;200:1568.205;300:1567.181;400:1565.976;500:1565.327;600:1565.082;700:1565.035;800:1565.028;900:1565.007;1000:1564.993;1100:1564.99;1200:1564.984;1300:1564.983;1400:1564.982;1500:1564.982;1600:1564.982
ILSHADE,F16,1701.432,138.715,1:75690977940705.27;100:1720.848;200:1711.37;300:1708.301;400:1706.672;500:1705.634;600:1704.742;700:1704.355;800:1703.961;900:1703.602;1000:1703.382;1100:1703.047;1200:1702.515;1300:1702.244;1400:1702.164;1500:1701.83;1600:1701.644
ILSHADE,F17,1714.377,9.15,1:4388680794.406;100:1726.234;200:1716.993;300:1715.94;400:1715.826;500:1715.751;600:1715.098;700:1715.083;800:1715.076;900:1715.069;1000:1715.061;1100:1715.056;1200:1715.053;1300:1715.05;1400:1714.71;1500:1714.382;1600:1714.379
ILSHADE,F18,1801.375,0.25,1:7.252752609710325e+16;100:1806.839;200:1803.194;300:1802.529;400:1802.244;500:1802.088;600:1801.925;700:1801.82;800:1801.691;900:1801.612;1000:1801.566;1100:1801.53;1200:1801.483;1300:1801.469;1400:1801.44;1500:1801.426;1600:1801.412
ILSHADE,F19,1916.755,7.751,1:12253.18;100:1959.749;200:1936.818;300:1930.879;400:1927.069;500:1925.127;600:1923.648;700:1922.998;800:1921.715;900:1921.141;1000:1920.303;1100:1919.929;1200:1919.416;1300:1918.602;1400:1917.987;1500:1917.468;1600:1917.055
ILSHADE,F20,2134.105,48.238,1:20401.396;100:2146.879;200:2140.141;300:2137.492;400:2136.489;500:2135.957;600:2135.576;700:2135.316;800:2135.112;900:2134.823;1000:2134.694;1100:2134.548;1200:2134.44;1300:2134.372;1400:2134.22;1500:2134.112;1600:2134.108
ILSHADE,F21,2837.849,259.145,1:4156.111;100:2837.859;200:2837.849;300:2837.849;400:2837.849;500:2837.849;600:2837.849;700:2837.849;800:2837.849;900:2837.849;1000:2837.849;1100:2837.849;1200:2837.849;1300:2837.849;1400:2837.849;1500:2837.849;1600:2837.849
ILSHADE,F22,2306.667,24.944,1:15991.641;100:2307.822;200:2306.667;300:2306.667;400:2306.667;500:2306.667;600:2306.667;700:2306.667;800:2306.667;900:2306.667;1000:2306.667;1100:2306.667;1200:2306.667;1300:2306.667;1400:2306.667;1500:2306.667;1600:2306.667
ILSHADE,F23,2400,0,1:12287.057;100:2401.463;200:2400.0;300:2400.0;400:2400.0;500:2400.0;600:2400.0;700:2400.0;800:2400.0;900:2400.0;1000:2400.0;1100:2400.0;1200:2400.0;1300:2400.0;1400:2400.0;1500:2400.0;1600:2400.0
ILSHADE,F24,2913.598,31.482,1:4135.927;100:2919.348;200:2913.955;300:2913.767;400:2913.712;500:2913.687;600:2913.673;700:2913.66;800:2913.651;900:2913.641;1000:2913.637;1100:2913.626;1200:2913.62;1300:2913.614;1400:2913.608;1500:2913.604;1600:2913.601
ILSHADE,F25,2570.126,180.852,1:6388.917;100:2570.486;200:2570.126;300:2570.126;400:2570.126;500:2570.126;600:2570.126;700:2570.126;800:2570.126;900:2570.126;1000:2570.126;1100:2570.126;1200:2570.126;1300:2570.126;1400:2570.126;1500:2570.126;1600:2570.126
ILSHADE,F26,3199.365,365.258,1:5194.417;100:3289.93;200:3203.594;300:3199.365;400:3199.365;500:3199.365;600:3199.365;700:3199.365;800:3199.365;900:3199.365;1000:3199.365;1100:3199.365;1200:3199.365;1300:3199.365;1400:3199.365;1500:3199.365;1600:3199.365
ILSHADE,F27,2700,0,1:5099.329;100:2701.551;200:2700.0;300:2700.0;400:2700.0;500:2700.0;600:2700.0;700:2700.0;800:2700.0;900:2700.0;1000:2700.0;1100:2700.0;1200:2700.0;1300:2700.0;1400:2700.0;1500:2700.0;1600:2700.0
ILSHADE,F28,3930.268,419.986,1:1.4101232063352646e+16;100:4181.635;200:3971.071;300:3949.912;400:3943.689;500:3940.854;600:3935.938;700:3934.089;800:3932.773;900:3932.056;1000:3931.37;1100:3930.97;1200:3930.63;1300:3930.424;1400:3930.334;1500:3930.292;1600:3930.273
ILSHADE,F29,4876.545,1646.374,1:6297392072255902.0;100:7430.715;200:4942.077;300:4886.141;400:4878.601;500:4877.634;600:4877.004;700:4876.906;800:4876.739;900:4876.654;1000:4876.629;1100:4876.551;1200:4876.546;1300:4876.546;1400:4876.545;1500:4876.545;1600:4876.545
JSO,F1,100,0,1:28607898896.476;100:240658333.483;200:167.228;300:100.0;400:100.0;500:100.0;600:100.0;700:100.0;800:100.0;900:100.0;1000:100.0;1100:100.0;1200:100.0;1300:100.0;1400:100.0;1500:100.0;1600:100.0
JSO,F2,200,0,1:2770206.598;100:526.102;200:200.0;300:200.0;400:200.0;500:200.0;600:200.0;700:200.0;800:200.0;900:200.0;1000:200.0;1100:200.0;1200:200.0;1300:200.0;1400:200.0;1500:200.0;1600:200.0
JSO,F3,304.18,1.841,1:2463.514;100:317.547;200:306.768;300:304.395;400:304.266;500:304.231;600:304.215;700:304.209;800:304.205;900:304.204;1000:304.204;1100:304.204;1200:304.199;1300:304.194;1400:304.184;1500:304.181;1600:304.18
JSO,F4,403.104,1.307,1:21081.133;100:638.111;200:434.579;300:422.26;400:413.974;500:410.445;600:408.224;700:406.757;800:406.203;900:405.53;1000:405.085;1100:404.492;1200:403.69;1300:403.2;1400:403.126;1500:403.105;1600:403.104
JSO,F5,500,0,1:500.016;100:500.0;200:500.0;300:500.0;400:500.0;500:500.0;600:500.0;700:500.0;800:500.0;900:500.0;1000:500.0;1100:500.0;1200:500.0;1300:500.0;1400:500.0;1500:500.0;1600:500.0
JSO,F6,613.538,1.689,1:610503.278;100:7148.76;200:648.624;300:637.37;400:628.444;500:622.968;600:619.869;700:618.221;800:617.169;900:616.541;1000:616.047;1100:615.348;1200:614.219;1300:613.656;1400:613.567;1500:613.543;1600:613.538
JSO,F7,772,6.282,1:912.593;100:772.0;200:772.0;300:772.0;400:772.0;500:772.0;600:772.0;700:772.0;800:772.0;900:772.0;1000:772.0;1100:772.0;1200:772.0;1300:772.0;1400:772.0;1500:772.0;1600:772.0
JSO,F8,802.326,0.038,1:807.512;100:802.326;200:802.326;300:802.326;400:802.326;500:802.326;600:802.326;700:802.326;800:802.326;900:802.326;1000:802.326;1100:802.326;1200:802.326;1300:802.326;1400:802.326;1500:802.326;1600:802.326
JSO,F9,2708.886,180.359,1:4689.158;100:2708.914;200:2708.886;300:2708.886;400:2708.886;500:2708.886;600:2708.886;700:2708.886;800:2708.886;900:2708.886;1000:2708.886;1100:2708.886;1200:2708.886;1300:2708.886;1400:2708.886;1500:2708.886;1600:2708.886
JSO,F10,1001.283,0.638,1:317748298.495;100:5728.932;200:1011.631;300:1005.868;400:1003.655;500:1002.769;600:1002.33;700:1001.99;800:1001.744;900:1001.649;1000:1001.628;1100:1001.6;1200:1001.51;1300:1001.352;1400:1001.297;1500:1001.285;1600:1001.284
JSO,F11,1114.615,54.155,1:10390667009.81;100:1203186.156;200:1141.761;300:1114.615;400:1114.615;500:1114.615;600:1114.615;700:1114.615;800:1114.615;900:1114.615;1000:1114.615;1100:1114.615;1200:1114.615;1300:1114.615;1400:1114.615;1500:1114.615;1600:1114.615
JSO,F12,1204.983,1.159,1:8875822517.111;100:12394.707;200:1254.166;300:1211.058;400:1208.722;500:1207.648;600:1206.986;700:1206.628;800:1206.455;900:1206.315;1000:1206.212;1100:1205.906;1200:1205.428;1300:1205.086;1400:1205.021;1500:1204.994;1600:1204.984
JSO,F13,1319.343,4.989,1:3815471.085;100:3260.076;200:1346.889;300:1332.245;400:1326.545;500:1324.431;600:1323.199;700:1322.469;800:1321.902;900:1321.279;1000:1321.048;1100:1320.386;1200:1319.708;1300:1319.467;1400:1319.374;1500:1319.346;1600:1319.344
JSO,F14,1400.759,0.632,1:2786906253.973;100:8732.484;200:1407.701;300:1403.12;400:1401.458;500:1401.044;600:1400.91;700:1400.823;800:1400.799;900:1400.788;1000:1400.783;1100:1400.78;1200:1400.772;1300:1400.763;1400:1400.76;1500:1400.759;1600:1400.759
JSO,F15,1631.879,177.546,1:7794686532.596;100:2154.419;200:1661.798;300:1633.41;400:1632.597;500:1632.24;600:1632.092;700:1631.999;800:1631.969;900:1631.962;1000:1631.959;1100:1631.955;1200:1631.948;1300:1631.917;1400:1631.887;1500:1631.885;1600:1631.88
JSO,F16,1673.777,92.376,1:78679431894119.14;100:1842.93;200:1687.751;300:1683.692;400:1681.835;500:1680.542;600:1679.602;700:1678.509;800:1677.754;900:1677.12;1000:1676.879;1100:1676.008;1200:1674.674;1300:1674.021;1400:1673.89;1500:1673.794;1600:1673.779
JSO,F17,1712.347,9.804,1:4416114731.823;100:4007.136;200:1720.43;300:1713.417;400:1712.543;500:1712.471;600:1712.447;700:1712.423;800:1712.403;900:1712.395;1000:1712.388;1100:1712.37;1200:1712.355;1300:1712.348;1400:1712.348;1500:1712.347;1600:1712.347
JSO,F18,1801.26,0.299,1:7.4654511293719e+16;100:6604.688;200:1804.709;300:1802.848;400:1802.23;500:1802.031;600:1801.893;700:1801.799;800:1801.731;900:1801.697;1000:1801.656;1100:1801.563;1200:1801.369;1300:1801.27;1400:1801.261;1500:1801.261;1600:1801.26
JSO,F19,1910.093,7.794,1:12296.216;100:2052.644;200:1951.779;300:1934.873;400:1929.049;500:1925.428;600:1923.146;700:1921.428;800:1919.741;900:1918.932;1000:1918.204;1100:1916.139;1200:1911.209;1300:1910.429;1400:1910.211;1500:1910.133;1600:1910.094
JSO,F20,2144.934,51.39,1:20426.824;100:2228.499;200:2158.542;300:2153.374;400:2150.073;500:2148.211;600:2147.226;700:2146.74;800:2146.447;900:2146.166;1000:2145.856;1100:2145.673;1200:2145.193;1300:2144.966;1400:2144.941;1500:2144.936;1600:2144.934
JSO,F21,2895.205,218.473,1:4186.805;100:2895.469;200:2895.205;300:2895.205;400:2895.205;500:2895.205;600:2895.205;700:2895.205;800:2895.205;900:2895.205;1000:2895.205;1100:2895.205;1200:2895.205;1300:2895.205;1400:2895.205;1500:2895.205;1600:2895.205
JSO,F22,2316.667,37.268,1:16030.913;100:2465.606;200:2316.68;300:2316.667;400:2316.667;500:2316.667;600:2316.667;700:2316.667;800:2316.667;900:2316.667;1000:2316.667;1100:2316.667;1200:2316.667;1300:2316.667;1400:2316.667;1500:2316.667;1600:2316.667
JSO,F23,2400,0,1:12302.37;100:2619.35;200:2400.021;300:2400.0;400:2400.0;500:2400.0;600:2400.0;700:2400.0;800:2400.0;900:2400.0;1000:2400.0;1100:2400.0;1200:2400.0;1300:2400.0;1400:2400.0;1500:2400.0;1600:2400.0
JSO,F24,2911.617,23.012,1:4147.054;100:2929.7;200:2912.102;300:2911.815;400:2911.751;500:2911.676;600:2911.665;700:2911.664;800:2911.654;900:2911.645;1000:2911.64;1100:2911.633;1200:2911.624;1300:2911.618;1400:2911.617;1500:2911.617;1600:2911.617
JSO,F25,2535.426,132.55,1:6418.706;100:2593.131;200:2535.429;300:2535.426;400:2535.426;500:2535.426;600:2535.426;700:2535.426;800:2535.426;900:2535.426;1000:2535.426;1100:2535.426;1200:2535.426;1300:2535.426;1400:2535.426;1500:2535.426;1600:2535.426
JSO,F26,3248.278,415.35,1:5204.585;100:4067.929;200:3391.654;300:3249.012;400:3248.324;500:3248.303;600:3248.283;700:3248.279;800:3248.278;900:3248.278;1000:3248.278;1100:3248.278;1200:3248.278;1300:3248.278;1400:3248.278;1500:3248.278;1600:3248.278
JSO,F27,2700,0,1:5098.905;100:2827.156;200:2700.019;300:2700.0;400:2700.0;500:2700.0;600:2700.0;700:2700.0;800:2700.0;900:2700.0;1000:2700.0;1100:2700.0;1200:2700.0;1300:2700.0;1400:2700.0;1500:2700.0;1600:2700.0
JSO,F28,4875.53,5630.2,1:1.4263611826612682e+16;100:22791.44;200:4966.648;300:4926.269;400:4903.372;500:4892.84;600:4887.86;700:4884.811;800:4882.486;900:4878.007;1000:4877.065;1100:4876.288;1200:4875.892;1300:4875.678;1400:4875.591;1500:4875.554;1600:4875.532
JSO,F29,4261.931,698.366,1:6419683987732667.0;100:43219.648;200:5359.659;300:4351.495;400:4277.409;500:4265.082;600:4262.245;700:4261.991;800:4261.949;900:4261.938;1000:4261.936;1100:4261.935;1200:4261.934;1300:4261.933;1400:4261.932;1500:4261.931;1600:4261.931
MPEDE,F1,174.752,150.819,100:34986365.461;200:595978.688;300:19140.498;400:1089.548;500:174.785
MPEDE,F2,200,0,100:588.268;200:201.832;300:200.002;400:200.0;500:200.0
MPEDE,F3,302.931,1.723,100:315.745;200:306.385;300:305.041;400:303.784;500:302.935
MPEDE,F4,415.546,2.563,100:490.033;200:434.282;300:424.553;400:418.651;500:415.627
MPEDE,F5,500,0,100:500.0;200:500.0;300:500.0;400:500.0;500:500.0
MPEDE,F6,627.085,2.959,100:1145.336;200:661.264;300:640.076;400:632.369;500:627.085
MPEDE,F7,730.82,5.453,100:749.102;200:739.84;300:736.158;400:733.218;500:730.872
MPEDE,F8,801.848,0.34,100:801.925;200:801.848;300:801.848;400:801.848;500:801.848
MPEDE,F9,1168.215,116.133,100:1893.43;200:1543.912;300:1352.761;400:1237.91;500:1168.297
MPEDE,F10,1070.712,53.672,100:8563.336;200:2384.823;300:1364.533;400:1130.36;500:1071.871
MPEDE,F11,1224.352,406.189,100:2542838.269;200:80012.1;300:4688.033;400:1523.126;500:1224.352
MPEDE,F12,1275.708,172.041,100:81508.855;200:5889.805;300:2059.811;400:1435.605;500:1275.709
MPEDE,F13,1332.342,9.857,100:2365.349;200:1437.73;300:1363.396;400:1337.869;500:1332.342
MPEDE,F14,1411.333,15.823,100:23240.506;200:3400.158;300:1618.038;400:1429.365;500:1411.365
MPEDE,F15,1502.042,1.106,100:2152.816;200:1564.27;300:1512.048;400:1503.783;500:1502.042
MPEDE,F16,1641.697,39.028,100:2360.54;200:1718.53;300:1661.239;400:1648.663;500:1641.697
MPEDE,F17,1719.457,13.149,100:16378.721;200:3042.381;300:1834.304;400:1735.991;500:1719.638
